line	method	op_start	op_end	vtt_start	text
56	cover	02:28.83	02:30.12	04:48.25	何だ お前 迷子か
57	cover	02:30.15	02:32.07	04:49.87	その言い方はよせ！
58	-	-	-	04:51.46	うわあ！
59	-	-	-	04:55.00	ああ！
60	-	-	-	05:00.13	シャンクス…
61	-	-	-	05:06.76	これは いくつもの戦いを\N共にしてきた―
62	-	-	-	05:09.35	大事な麦わら帽子だ
63	-	-	-	05:14.06	ルフィ お前にだって\Nこれはやるわけにはいかねえよ
64	-	-	-	05:23.95	ああ…
65	-	-	-	05:26.20	ああ あっ…
66	-	-	-	05:29.33	ああっ
67	-	-	-	05:48.01	じゃあ 次の航海に\N連れてってくれよ シャンクス！
68	-	-	-	05:51.31	俺だって海賊になりたいんだ
69	-	-	-	05:53.39	ダーッハッハッハッハ
70	-	-	-	05:54.98	お前なんかが海賊になれるか！
71	-	-	-	05:57.65	なんでだよ！
72	-	-	-	06:00.57	ルフィ いくら泳ぎが\Nうまくったって―
73	-	-	-	06:02.99	それだけじゃあ\N海賊にはなれないんだよ
74	-	-	-	06:05.49	ケンカだって強えぞ！
75	-	-	-	06:07.20	俺のパンチは\Nピストルみたいなんだ！
76	-	-	-	06:09.16	へえ そう
77	-	-	-	06:10.50	何だ その言い方！
78	-	-	-	06:12.33	要するにガキすぎるんだよ\Nルフィは
79	-	-	-	06:14.96	なにせ 俺のガキと\N同い年だからな
80	-	-	-	06:17.50	俺はガキじゃない\Nもう大人だ！
81	-	-	-	06:19.84	まあ そう怒るな\Nほれ ジュースでも飲め
82	-	-	-	06:23.22	わあ ありがとう
83	-	-	-	06:26.55	ほーら ガキだ！
84	-	-	-	06:28.60	汚いぞ シャンクス！
85	-	-	-	06:32.31	笑うな！
86	-	-	-	06:34.14	何だよ ケチシャンクス！
87	-	-	-	06:46.53	邪魔するぜ
88	-	-	-	06:53.83	ほう これが海賊というやからか\Nマヌケた面してやがる
89	-	-	-	07:02.00	おっ
90	-	-	-	07:03.71	いらっしゃいませ
91	-	-	-	07:07.59	俺たちゃ山賊だ
92	-	-	-	07:09.51	…が 別に店を荒らしに\N来たわけじゃねえ
93	-	-	-	07:12.60	酒を売ってくれ　樽に10個ほど
94	-	-	-	07:16.64	ごめんなさい お酒は今\Nちょうど切らしてるんです
95	-	-	-	07:19.90	んん？ おかしな話だな
96	-	-	-	07:21.94	海賊どもが何か飲んでるようだが\Nありゃ水か？
97	-	-	-	07:25.44	ですから\N今 出てるお酒で全部なので
98	-	-	-	07:28.41	ん？ これは悪いことしたな
99	-	-	-	07:31.32	俺たちがみんな\N飲み尽くしちまったみたいで
100	-	-	-	07:34.45	すまん
101	-	-	-	07:35.95	これでよかったらやるよ\Nまだ栓も開けてない
102	-	-	-	07:43.55	ハッ
103	-	-	-	07:45.17	ああ…
104	-	-	-	07:47.01	俺はなあ\N800万ベリーの賞金首だぜ
105	-	-	-	07:50.68	瓶１本じゃ寝酒にもなりゃしねえ\Nナメたマネをするな
106	-	-	-	07:55.35	ああ ああ…
107	-	-	-	07:58.56	床がびしょびしょだ
108	-	-	-	08:01.19	悪かったな マキノさん\N雑巾あるか？
109	-	-	-	08:04.44	ああ… 私 やりますから
110	-	-	-	08:12.99	掃除が好きらしいな
111	-	-	-	08:15.04	これくらいのほうが\Nやりがいがあるだろ
112	-	-	-	08:18.16	ケッ！ 酒がないんじゃ\N話にならねえ
113	-	-	-	08:21.54	行くぞ！
114	-	-	-	08:25.09	じゃあな 腰抜けども
115	-	-	-	08:27.13	ぐぐぐ…
116	-	-	-	08:37.89	大丈夫ですか？\N船長さん ケガは？
117	-	-	-	08:40.31	ああ 大丈夫　問題ない
118	-	-	-	08:43.73	プッ
119	-	-	-	08:47.36	派手にやられたな お頭
120	-	-	-	08:49.40	なんてザマだ
121	-	-	-	08:51.15	アッハッハッハ…
122	-	-	-	08:54.08	なんで笑ってんだよ！
123	-	-	-	08:56.08	あんなのカッコ悪いじゃないか\Nなんで戦わないんだよ
124	-	-	-	09:00.25	いくら相手が大勢で\N強そうでも―
125	-	-	-	09:02.67	あんなことされて\N笑ってるなんて男じゃないぞ
126	-	-	-	09:05.46	海賊じゃない！
127	-	-	-	09:08.71	気持ちは分からんでもないが…
128	-	-	-	09:11.38	酒をかけられただけのことだ\N怒るほどのことじゃないだろう？
129	-	-	-	09:15.43	もう知らん！
130	-	-	-	09:23.98	ハハッ やけ食いか？ ルフィ
131	-	-	-	09:26.15	うるさい！
132	-	-	-	09:28.02	ハッ
133	-	-	-	09:29.53	お前 何食べてる？
134	-	-	-	09:33.03	その箱か？\Nその箱の中の物を食べたのか？
135	-	-	-	09:36.45	う… うん
136	-	-	-	09:37.83	うわあ！
137	-	-	-	09:38.62	吐け　今すぐ吐け\N食った物 全部！
138	-	-	-	09:41.12	な… 何すんだよ シャンクス
139	-	-	-	09:43.75	ぐっ うおっ…
140	-	-	-	09:53.30	何だ？ 今の…
141	-	-	-	09:55.47	お前が食ったのは\N“ゴムゴムの実”だ！
142	-	-	-	09:58.10	“ゴムゴムの実”は\N“悪魔の実”とも言われて―
143	-	-	-	10:00.18	食えば全身ゴム人間！
144	-	-	-	10:02.06	そして一生 泳げない体に\Nなっちまうんだ！
145	-	-	-	10:05.86	えーっ！ ウソーッ！
146	-	-	-	10:08.27	バッカ野郎！
147	-	-	-	10:21.83	ハア ハア ハア…
148	-	-	-	10:24.33	うわっ！
149	-	-	-	10:28.13	人が気持ちよく\N酒飲んでたってのに―
150	-	-	-	10:31.21	何のつもりだ？ 小僧
151	-	-	-	10:33.84	チクショー 謝れ
152	-	-	-	10:35.30	よくもシャンクスたちを\Nバカにしたな
153	-	-	-	10:39.30	この俺が何か気に障ることでも\N言ったかい？
154	-	-	-	10:42.56	言った　謝れ！
155	-	-	-	10:44.93	村長さん！
156	-	-	-	10:46.39	はあ？
157	-	-	-	10:49.11	フッハッハッハ
158	-	-	-	10:51.11	見たかよ\Nこの前の海賊どもの顔！
159	-	-	-	10:53.69	酒ぶっかけられて\N文句の１つも言えねえとは―
160	-	-	-	10:56.57	情けねえやつらだぜ
161	-	-	-	10:58.78	海賊なんて腰抜けの集まりだ\N格好ばっかりで
162	-	-	-	11:02.79	やめろ！
163	-	-	-	11:04.25	うん？
164	-	-	-	11:05.75	シャンクスたちを\Nバカにすんなよ！
165	-	-	-	11:07.54	腰抜けなんかじゃないぞ
166	-	-	-	11:09.09	やめなさい ルフィ
167	-	-	-	11:10.75	ぐぐぐ…
168	-	-	-	11:12.88	シャンクスたちを\Nバカにすんなよ バカ山賊！
169	-	-	-	11:20.14	言葉の使い方が\Nマズかったな 小僧
170	-	-	-	11:23.26	俺を怒らせたやつは\N今まで１人として―
171	-	-	-	11:25.64	生き残っちゃいねえんだぜ
172	-	-	-	11:27.73	ああ 待ってくれ！
173	-	-	-	11:29.90	その子を放してくれ　頼む
174	-	-	-	11:34.40	ルフィが何をやったのか知らんし\Nあんたたちと争う気もない
175	-	-	-	11:38.66	失礼でなければ金も払う
176	-	-	-	11:40.57	頼む　その子を助けてくれ
177	-	-	-	11:43.91	村長…
178	-	-	-	11:45.87	さすが年寄りは\N世の中の渡り方を知っている
179	-	-	-	11:49.79	だがダメだ\Nもう こいつは助からねえ
180	-	-	-	11:52.21	なんせ この俺を\N怒らせたんだからな
181	-	-	-	11:56.09	悪いのはお前らだ 山猿！
182	-	-	-	12:00.51	救いようのないガキだ\Nあの世で後悔でもしてろ
183	-	-	-	12:04.60	ルフィ！
184	-	-	-	12:05.39	頼む　見逃してくれ！
185	-	-	-	12:08.10	店に誰もいないんで\N何事かと思えば…
186	-	-	-	12:12.11	いつかの山賊じゃねえか
187	-	-	-	12:14.65	船長さん！
188	-	-	-	12:20.95	シャンクス！
189	-	-	-	12:43.89	海賊 まだこの村にいたのか
190	-	-	-	12:47.10	ずっと村の拭き掃除でも\Nしてたのか？
191	-	-	-	12:49.56	ルフィ
192	-	-	-	12:50.89	お前のパンチはピストルのように\N強いんじゃなかったのか？
193	-	-	-	12:53.90	うるさい！
194	-	-	-	12:55.82	貴様 何しに来たか知らんが\Nケガせんうちに逃げ出しな
195	-	-	-	12:59.86	それ以上 近づくと\N頭ぶち抜くぞ 腰抜け
196	-	-	-	13:05.49	それ以上 近づくなっつってんだよ\N頭 吹き飛ばすぞ
197	-	-	-	13:11.66	フフフフッ…
198	-	-	-	13:16.50	命 懸けろよ
199	-	-	-	13:18.34	ああ？
200	-	-	-	13:20.13	ピストル抜いたからには\N命 懸けろよ
201	-	-	-	13:23.38	何 言ってやがんだ てめえ
202	-	-	-	13:25.68	そいつは脅しの道具じゃねえって\N言ったんだ
203	-	-	-	13:39.53	ぬっ…
204	-	-	-	13:42.65	や… やりやがったな
205	-	-	-	13:44.37	なんて卑怯なやつらだ
206	-	-	-	13:46.16	卑怯？
207	-	-	-	13:47.08	甘えこと言ってんじゃねえ
208	-	-	-	13:48.91	聖者でも相手にしてるつもりか？
209	-	-	-	13:51.87	お前らの前にいるのは海賊だぜ
210	-	-	-	13:54.50	うるせえ！\N大体 てめえらに用はねえぞ
211	-	-	-	13:57.75	いいか 山賊
212	-	-	-	13:59.34	俺は酒や食い物を\N頭から ぶっかけられようが―
213	-	-	-	14:02.13	唾を吐きかけられようが―
214	-	-	-	14:03.84	大抵のことは笑って\N見過ごしてやる
215	-	-	-	14:06.39	だがな…
216	-	-	-	14:07.76	どんな理由があろうと 俺は\N友達を傷つけるやつは許さない！
217	-	-	-	14:13.06	シャンクス
218	-	-	-	14:14.98	ハッハッハッハッ\N許さねえだと？ 海賊風情が
219	-	-	-	14:18.98	野郎ども ぶっ殺しちまえ！
220	-	-	-	14:21.07	おおーっ
221	-	-	-	14:23.36	俺がやろう　十分だ
222	-	-	-	14:25.49	わあーっ
223	-	-	-	14:26.99	フン！
224	-	-	-	14:34.08	ぬっ…
225	-	-	-	14:35.79	うぬぼれんなよ 山賊
226	-	-	-	14:38.00	うちと一戦やりたきゃ\N軍艦でも引っ張ってくるんだな
227	-	-	-	14:43.42	強え…
228	-	-	-	14:45.22	ちょ… ちょっと待てよ\N仕掛けてきたのは このガキだぜ
229	-	-	-	14:49.72	どのみち賞金首だろ？
230	-	-	-	14:51.22	うえっ…
231	-	-	-	14:52.27	クソッ！
232	-	-	-	14:54.64	煙幕か？
233	-	-	-	14:59.15	ルフィ！
234	-	-	-	15:01.19	しまった 油断してた\Nルフィが！
235	-	-	-	15:03.90	ええ どうしよう みんな
236	-	-	-	15:05.65	うろたえんじゃねえ お頭\Nこの野郎
237	-	-	-	15:08.12	みんなで捜しゃ すぐ見つかる！
238	-	-	-	15:10.83	まったく この人は…
239	-	-	-	15:14.50	ハッハッハッハッ\Nまんまと逃げてやったぜ
240	-	-	-	15:17.88	まさか山賊が\N海へ逃げたとは思うまい
241	-	-	-	15:20.92	クソッ 放せ バカ山猿！
242	-	-	-	15:23.55	お前なんか死んじまえ
243	-	-	-	15:25.30	ヘッ バーカ\N死ぬのは おめえのほうだ
244	-	-	-	15:28.89	なんせ この俺を\N怒らせたんだからな
245	-	-	-	15:31.68	あばよ\Nうわあ
246	-	-	-	15:33.01	ぐぐぐ…
247	-	-	-	15:34.93	クソッ クソッ
248	-	-	-	15:36.10	あいつら クズのくせに\N一発も殴れなかった クソッ！
249	-	-	-	15:43.86	ヘッヘッヘッヘッ
250	-	-	-	15:45.40	悪いな\Nてめえはもう用なしなんだよ
251	-	-	-	15:48.95	ハハハハッ アハハハッ…
252	-	-	-	15:55.96	ええ？
253	-	-	-	15:57.66	な… 何だ こりゃ？
254	-	-	-	16:02.34	うわっ うわっ うわああっ…
255	-	-	-	16:07.72	助けて！
256	-	-	-	16:11.47	うわーっ！
257	-	-	-	16:25.86	シャンクス！
258	-	-	-	16:35.20	うせろ
259	-	-	-	16:55.68	恩に着るよ ルフィ
260	-	-	-	16:57.89	マキノさんから\N全部 聞いたよ
261	-	-	-	17:00.27	俺たちのために\N戦ってくれたんだな
262	-	-	-	17:06.15	おい 泣くなよ　男だろ
263	-	-	-	17:09.57	だって シャンクス…
264	-	-	-	17:12.41	腕が！
265	-	-	-	17:15.87	安いもんだ 腕の１本くらい
266	-	-	-	17:19.37	無事でよかった
267	-	-	-	17:20.91	ううっ うわあああっ…
268	-	-	-	17:42.10	行っちゃうんだね
269	-	-	-	17:43.52	ああ
270	-	-	-	17:44.81	長い拠点だったが\Nとうとうお別れだ
271	-	-	-	17:47.69	寂しいだろ？
272	-	-	-	17:49.11	ああ まあ 寂しいけどね
273	-	-	-	17:51.61	もう連れてけなんて言わねえよ
274	-	-	-	17:53.91	自分でなることにしたんだ\N海賊には
275	-	-	-	17:57.24	ベーッ
276	-	-	-	17:58.66	どうせ連れてってやんねえよ！
277	-	-	-	18:01.08	お前なんかが海賊になれるか
278	-	-	-	18:04.33	なる！
279	-	-	-	18:06.04	俺はいつか この一味にも\N負けない仲間を集めて―
280	-	-	-	18:09.63	世界一の財宝を見つけて―
281	-	-	-	18:12.47	絶対なってやる　海賊王に！
282	-	-	-	18:16.47	ほう 俺たちを超えるか
283	-	-	-	18:22.10	じゃあ…
284	-	-	-	18:25.73	この帽子をお前に預ける
285	-	-	-	18:28.44	俺の大切な帽子だ
286	-	-	-	18:31.23	大事にしろよ
287	-	-	-	18:35.28	うっ ううっ…
288	-	-	-	18:52.80	いつか きっと返しに来い
289	-	-	-	18:57.47	立派な海賊になってな
290	-	-	-	19:00.68	約束だぞ ルフィ
291	-	-	-	19:13.15	おい
292	-	-	-	19:14.19	ボーッとしてっと また落とすぞ\N大事なもんなんだろ
293	-	-	-	19:18.07	ああ
294	-	-	-	19:20.24	サンキューな ゾロ
295	cover	04:31.55	04:34.05	19:22.24	あーあ 腹減ったな
296	cover	04:37.35	04:38.69	19:31.50	鳥か…
297	cover	04:39.11	04:40.96	19:35.72	食おう　あの鳥
298	cover+snap	04:41.06	04:42.64	19:37.51	ああ？ どうやって
299	cover	04:42.91	04:44.37	19:39.22	俺に任せろ！
300	cover	04:44.75	04:46.88	19:41.31	ゴムゴムのーっ
301	cover	04:47.16	04:48.50	19:43.56	ロケット！
302	cover	04:49.95	04:51.33	19:46.31	なるほどね
303	-	-	-	19:48.64	わあっ！
304	cover+snap	04:57.88	05:01.01	19:54.40	わーっ 助けて！
305	cover	05:01.07	05:03.57	19:57.65	アホ！\N何やってんだ てめえはっ
306	cover+snap	05:07.86	05:10.86	20:04.74	あっ おーい 止まってくれ！
307	cover	05:10.89	05:13.15	20:07.91	そこの船 止まれ！
308	cover	05:13.63	05:15.88	20:09.88	遭難者か？ こんな時に！
309	cover	05:15.93	05:17.74	20:12.46	船は止めねえ　勝手に乗り込め
310	interp1	05:17.77	05:20.15	20:14.50	ええっ？ 何っ！
311	cover+snap	05:22.98	05:24.86	20:19.72	へえ よく乗り込めたな
312	cover	05:24.93	05:26.46	20:21.72	ひき殺す気か！
313	cover	05:27.39	05:29.00	20:23.56	おい 船を止めろ
314	cover	05:29.03	05:32.89	20:25.72	俺たちは あの\N道化のバギー様の一味のもんだ
315	cover	05:33.05	05:34.69	20:29.52	この船は頂いた
316	-	-	-	20:31.44	ああ？
317	-	-	-	20:33.65	アッハッハッハ
318	cover+snap	05:38.76	05:40.20	20:35.36	あなたがあの有名な―
319	cover	05:40.23	05:42.76	20:36.86	“海賊狩りのゾロ”さんだとは\Nつゆ知らず
320	cover	05:42.79	05:44.79	20:39.45	失礼しました！
321	cover	05:45.23	05:48.07	20:41.95	てめえらのおかげで\N仲間を見失っちまった
322	cover	05:48.19	05:49.81	20:44.91	とにかく まっすぐこげ！
323	-	-	-	20:46.41	へい！
324	cover	05:50.77	05:52.23	20:47.62	ルフィのことだ
325	cover	05:52.55	05:55.68	20:49.08	陸でも見つけりゃ\N自力で何とかするだろう
326	cover	05:56.43	06:00.14	20:54.42	だけどよ どうする？ 兄貴
327	cover	06:00.25	06:01.11	20:58.26	そうだな
328	cover	06:01.14	06:04.54	20:59.55	お宝と船を\N小娘に乗っ取られたなんて―
329	cover	06:04.57	06:06.70	21:02.51	バギー船長に知れたら…
330	-	-	-	21:04.76	ああ…
331	cover+snap	06:07.53	06:09.62	21:05.51	ん？ 何だ\Nそのバギーってのは
332	cover	06:09.71	06:12.58	21:07.72	ええっ？ 旦那\N“道化のバギー”を知らないんで？
333	cover	06:12.61	06:14.03	21:10.77	知らねえなあ
334	cover	06:14.51	06:17.45	21:12.60	俺たちの海賊船の頭ですよ
335	cover	06:17.55	06:20.92	21:15.44	悪魔の実シリーズの\Nある実を食った男でね
336	cover	06:20.95	06:23.83	21:19.07	とにかく恐ろしい人なんです
337	-	-	-	21:37.46	ハア ハア ハア…
338	interp1	06:41.34	06:43.56	21:39.80	やった　やっと手に入れたわ
339	-	-	-	21:43.68	待て 貴様
340	-	-	-	21:44.89	泥棒女 海図返せ
341	interp	06:48.43	06:52.32	21:46.89	そりゃあ 盗み出してきたばっかの\Nグランドラインの海図だ
342	cover	06:52.61	06:56.44	21:51.06	クソッ 早く取り返さねえと\N俺たちの命も危ねえ！
343	cover	06:56.47	06:58.89	21:54.31	船長の砲弾で\N死ぬのは ご免だ！
344	cover	07:03.37	07:07.36	22:01.53	バギー船長\N港の空に何か見えます
345	cover	07:07.95	07:09.37	22:05.95	撃ち落とせ！
346	-	-	-	22:12.08	えっ？
347	cover	07:15.95	07:16.87	22:13.91	何だ？
348	-	-	-	22:16.00	うわーっ！
349	-	-	-	22:21.92	キャーッ！
350	cover	07:27.23	07:28.65	22:25.26	な… 何？
351	cover	07:28.68	07:30.10	22:27.01	何だ？
352	cover	07:30.39	07:32.05	22:28.56	人が降ってきたぞ
353	cover	07:32.43	07:36.06	22:30.68	クソッ なんで大砲の弾が\N飛んでくるんだ？
354	-	-	-	22:34.52	えっ？
355	-	-	-	22:35.94	ううっ ああ…
356	cover	07:41.31	07:42.90	22:39.48	でも助かった
357	cover	07:43.47	07:46.77	22:41.32	なんか面白い経験しちゃったなあ
358	-	-	-	24:11.24	すっげえ
359	-	-	-	24:12.16	あいつ バラバラになっても\N生きてるなんて人間業じゃねえな
360	-	-	-	24:15.24	何言ってんだ
361	-	-	-	24:16.37	ゴム人間のお前だって\N十分 化け物だぜ
362	-	-	-	24:18.41	もう 訳分かんない
363	-	-	-	24:20.00	ゴム人間にバラバラ人間だなんて\Nこいつら一体 何者よ！
364	-	-	-	24:23.59	海賊
365	-	-	-	24:24.34	違う！ そんなこと\N聞いてんじゃないわよ
366	-	-	-	24:26.63	次回 ワンピース
367	-	-	-	24:27.92	「恐怖 謎の力！\N海賊道化バギー船長！」
368	-	-	-	24:31.85	海賊王に 俺はなる！
369	-	-	-	00:02.17	富 名声 力
370	-	-	-	00:04.29	この世のすべてを手に入れた男\N海賊王 ゴールド･ロジャー
371	-	-	-	00:08.51	彼の死に際に放ったひと言は\N人々を海へ駆り立てた
372	-	-	-	00:12.26	俺の財宝か？\N欲しけりゃくれてやる
373	-	-	-	00:16.14	探せ！ この世のすべてを\Nそこに置いてきた
374	-	-	-	00:22.31	男たちは\Nグランドラインを目指し
375	-	-	-	00:24.90	夢を追い続ける
376	-	-	-	00:27.03	世は まさに大海賊時代！
377	-	-	-	01:52.82	待て 貴様！
378	-	-	-	01:54.70	泥棒女 海図返せ！
379	-	-	-	01:59.91	えっ？
380	-	-	-	02:01.37	うわーっ！
381	-	-	-	02:09.09	な… 何？
382	-	-	-	02:10.34	人が降ってきたぞ
383	-	-	-	02:12.51	フウ… 助かった
384	-	-	-	02:17.05	何か面白い経験しちゃったなあ
385	-	-	-	02:29.90	あっ… フッ
386	cover	07:51.07	07:52.13	02:31.90	ああ 腹減ったなあ
387	interp1	07:52.16	07:55.25	02:33.44	お… 親分！\N助けに来てくれたのね
388	-	-	-	02:36.66	はい？
389	cover+snap	07:57.12	07:58.60	02:38.41	誰だ？
390	cover	08:00.15	08:03.07	02:41.66	悪いけど あとは任せたわ
391	cover	08:05.39	08:06.83	02:46.96	おい 女が逃げたぞ！
392	cover	08:06.88	08:09.58	02:48.33	追うことはねえぜ\N親分が わざわざ残ってくれてる
393	cover	08:09.61	08:13.30	02:51.00	なるほど\N子分をかばったってわけか
394	cover	08:13.33	08:15.75	02:54.97	なあ どっか\Nメシ食うとこねえか？
395	cover	08:15.89	08:17.79	02:57.59	ふざけるな このっ！
396	-	-	-	02:59.60	ああっ！
397	-	-	-	03:03.60	ぐおっ！
398	cover	08:27.57	08:29.63	03:09.40	俺の宝物に触るな
399	-	-	-	03:11.48	この野郎！
400	cover	08:29.66	08:33.71	03:13.69	やられちゃったかな あいつ
401	-	-	-	03:15.36	うおおっ！
402	interp1	08:34.37	08:36.33	03:16.57	ゴムゴムのピストル！
403	-	-	-	03:20.74	ぐはっ…
404	cover+snap	08:42.96	08:45.20	03:25.16	すごーい
405	cover	08:45.23	08:47.15	03:27.12	強いのね あんた
406	-	-	-	03:28.96	あっ？
407	cover	08:49.89	08:52.78	03:31.96	サーベル相手に\N素手で勝っちゃうなんて
408	cover	08:52.81	08:55.82	03:34.63	ああ！ お前さっきの… 誰だ？
409	cover	08:55.85	08:59.96	03:38.13	私は海賊専門の泥棒\Nナミっていうの
410	cover	08:59.99	09:02.41	03:42.01	ねえ 私と組まない？
411	cover	09:02.57	09:05.69	03:44.43	イヤだ\N俺は別にお前と組みたかない
412	cover+snap	09:05.80	09:08.22	03:47.73	な… ちょ… ちょっと！
413	cover	09:09.27	09:10.97	03:51.27	待ちなさいって！
414	-	-	-	03:52.77	あっ
415	-	-	-	03:55.44	思い出した！
416	-	-	-	03:57.32	腹減った
417	-	-	-	03:59.53	私がごちそうして\Nあげましょうか？
418	-	-	-	04:01.99	本当か？
419	-	-	-	04:03.24	え… ええ
420	cover	09:13.61	09:16.05	04:07.08	まだ捕まらんのか 泥棒は
421	cover+snap	09:16.08	09:20.56	04:09.75	へ… へえ た… ただ今\N追跡中のはずです
422	cover	09:20.59	09:22.85	04:14.63	バギー船長 はい…
423	cover	09:23.63	09:28.47	04:17.34	大体 なんで そう簡単に\N海図を盗まれるんだ ええ？
424	-	-	-	04:22.35	ヒイッ
425	cover	09:30.13	09:34.85	04:23.85	これからグランドラインに入って\Nひと暴れしようって時にだぜ
426	cover	09:35.61	09:36.90	04:28.73	そ… それが 船長
427	cover	09:36.93	09:40.02	04:30.77	保管していた小屋の鍵が\Nつけっぱなしで…
428	cover+snap	09:40.05	09:41.55	04:33.73	ぐっ 何だと？
429	cover	09:41.89	09:44.45	04:35.48	ですから つけっぱなしで…
430	cover	09:44.81	09:46.52	04:38.24	誰が つけっ鼻だよ！
431	-	-	-	04:40.07	ヒイッ！
432	cover+snap	09:47.93	09:51.62	04:41.49	おい！ この鼻が\N自前じゃおかしいのかい？
433	cover	09:51.65	09:53.36	04:45.37	つけっ鼻みたいか？
434	cover	09:53.39	09:55.23	04:47.20	全くの誤解です！
435	cover	09:55.63	09:57.97	04:49.16	赤っ鼻で でかいだあ？
436	cover+snap	09:58.24	10:01.70	04:51.87	ヒーッ 助けて…
437	cover+snap	10:08.27	10:09.44	05:01.68	出るぞ
438	cover	10:09.47	10:11.47	05:03.09	悪魔の実の力が
439	interp1	10:12.14	10:16.93	05:05.93	ヒーッ ががががっ\Nぐおおお…
440	cover	10:17.85	10:19.23	05:11.64	俺は誰だ？
441	-	-	-	05:13.15	ぐぐぐ… バ… バギー船長\Nがっ ぐううう…
442	cover	10:27.95	10:30.24	05:22.11	俺に逆らうとどうなる？
443	cover	10:30.27	10:32.36	05:24.12	派手な死が待っています
